gross,cost,turn_yr,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,FULL_H1,FULL_H2,IS_CAGR,IS_Sharpe,IS_MaxDD,IS_H1,IS_H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,c804_L1_H1,c804_L2_H2,c804_L3_OOS,c804_L4_DDcap,c804_L5_CAGRfloor,c804_pass4b,c804_pass4a,cwinIS_L1_H1,cwinIS_L2_H2,cwinIS_L3_OOS,cwinIS_L4_DDcap,cwinIS_L5_CAGRfloor,cwinIS_pass4b,cwinIS_pass4a,cwinOOS_L1_H1,cwinOOS_L2_H2,cwinOOS_L3_OOS,cwinOOS_L4_DDcap,cwinOOS_L5_CAGRfloor,cwinOOS_pass4b,cwinOOS_pass4a,panel,arm,freq
0.12,0.0,0.29397914961378624,0.013948135969913622,1.2270375176925892,-0.01973084600726427,1.2564547502351358,1.2040419603291874,0.012396425887051699,1.1291571537076466,-0.012566708961655015,0.9447254204848708,1.3706182283898038,0.01522783802992067,1.3037329517539438,-0.01973084600726427,1.4362072608624499,1.1588714137369356,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.13,0.0,0.3182385556318169,0.01511339784712673,1.2270265834526992,-0.021366811899395044,1.2564704141439802,1.204009224003204,0.013431057096801924,1.1291700238182287,-0.01361092362096128,0.9447014258865535,1.3706765636225018,0.016500992414391735,1.3037026552958093,-0.021366811899394933,1.4361237782026626,1.158898269123754,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.14,0.0,0.34246391633224893,0.016279101199437873,1.227015625907237,-0.023001504004477646,1.2564860705914391,1.203976455508472,0.01446592726425755,1.1291828894926976,-0.01465467199701409,0.9446774213000604,1.370734908548745,0.01777478022054435,1.3036723200002558,-0.023001504004477757,1.4360402145969566,1.1589251347202596,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.15,0.0,0.36665609583408004,0.01744524444304174,1.227004645023115,-0.02463492204810569,1.2565017195776633,1.2039436547970768,0.015501034979802819,1.1291957507315376,-0.0156979534435574,0.9446534067265016,1.3707932631704223,0.019049199760423186,1.3036419458082447,-0.0246349220481058,1.43595656995933,1.158952010516548,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.16,0.0,0.39081496117009024,0.018611825990458186,1.2269936407671413,-0.026267065756023222,1.2565173611027765,1.203910821820984,0.01653637883149961,1.1292086075352075,-0.0167407673156722,0.9446293821669511,1.37085162748942,0.020324249341128198,1.3036115326605757,-0.026267065756023222,1.4358728442035236,1.1589788965027294,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.17,0.0,0.41494058870267997,0.019778844250531558,1.2269826131060189,-0.027897934854121398,1.256532995166876,1.2038779565320445,0.017571957405090544,1.1292214599041437,-0.017783112969750436,0.9446053476224491,1.3709100015076268,0.02159992726481197,1.303581080497888,-0.027897934854121176,1.4357890372430226,1.1590057926689263,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.18,0.0,0.43903387359672486,0.020946297628428034,1.2269715620063475,-0.029527529068443248,1.2565486217700366,1.2038450588819898,0.018607769283998543,1.129234307838757,-0.01882498976350655,0.9445813030940032,1.3709683852269328,0.022876231828676374,1.3035505892606563,-0.02952752906844336,1.4357051489910557,1.1590326990052753,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.19,0.0,0.4630954073035659,0.022114184525632297,1.2269604874346194,-0.031155848125178687,1.2565642409123017,1.2038121288224328,0.019643813049325498,1.1292471513394344,-0.019866397055985918,0.9445572485825848,1.3710267786492267,0.024153161324966366,1.3035200588891929,-0.031155848125178687,1.4356211793605917,1.1590596155019253,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.2,0.0,0.48712527840063546,0.02328250333994819,1.226949389357223,-0.0327828917506684,1.2565798525936929,1.2037791663048678,0.020680087279857373,1.1292599904065381,-0.02090733420754709,0.9445331840891327,1.3710851817763998,0.02543071404096131,1.3034894893236457,-0.0327828917506684,1.4355371282643419,1.1590865421490408,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.21,0.0,0.5111242269222996,0.024451252465494067,1.2269382677404397,-0.03440865967140172,1.256595456814204,1.2037461712806694,0.021716590552057546,1.1292728250404065,-0.02194780057988277,0.94450910961455,1.3711435946103447,0.026708888258978547,1.3034588805039982,-0.0344086596714015,1.4354529956147553,1.1591134789367974,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.22,0.0,0.5350928359877924,0.02562043029270078,1.2269271225504434,-0.03603315161401521,1.2566110535738029,1.2037131437010908,0.022753321440076135,1.129285655241352,-0.022987795535994615,0.9444850251597076,1.3712020171529509,0.027987682256354285,1.303428232370066,-0.03603315161401566,1.4353687813240208,1.1591404258553848,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.23,0.0,0.5590321046441515,0.026790035208314578,1.226915953753303,-0.03765636730529698,1.2566266428724318,1.2036800835172663,0.023790278515745777,1.1292984810096656,-0.024027318440210887,0.9444609307254406,1.3712604494061125,0.02926709430545804,1.3033975448615023,-0.03765636730529731,1.4352844853040636,1.1591673828950062,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.24,0.0,0.5829418000752737,0.02796006559538622,1.2269047613149784,-0.03927830647218167,1.2566422247100064,1.2036469906802074,0.024827460348579855,1.1293113023456118,-0.025066368658180016,0.9444368263125509,1.3713188913717227,0.030547122673668214,1.303366817917789,-0.03927830647218156,1.4352001074665466,1.1591943500458786,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.25,0.0,0.6068224812056858,0.0291305198332783,1.2268935452013214,-0.040898968841754035,1.256657799086417,1.203613865140804,0.02586486550578182,1.1293241192494299,-0.026104945556871262,0.9444127119218051,1.3713773430516751,0.03182776562338008,1.3033360514782435,-0.0408989688417537,1.4351156477228664,1.1592213272982304,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.26,0.0,0.6306751246230187,0.030301396297656824,1.2268823053780764,-0.042518354141245385,1.2566733660015263,1.2035807068498245,0.026902492552236756,1.1293369317213373,-0.027143048504570833,0.9443885875539374,1.3714358044478645,0.03310902141199468,1.3033052454820122,-0.042518354141245385,1.4350311059841565,1.159248314642305,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.27,0.0,0.6545005788179004,0.031472693360489856,1.2268710418108784,-0.044136462098038565,1.2566889254551734,1.2035475157579134,0.027940340050514934,1.129349739761525,-0.028180676870889654,0.9443644532096456,1.371494275562186,0.03439088829191417,1.3032743998680736,-0.04413646209803834,1.43494648216128,1.1592753120683579,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.28,0.0,0.6782993041253473,0.03264440939004998,1.2268597544652529,-0.04575329243966242,1.256704477447169,1.2035142918155912,0.028978406560877357,1.1293625433701602,-0.029217830026750047,0.9443403088895945,1.3715527563965357,0.03567336451054004,1.303243514575235,-0.04575329243966231,1.4348617761648346,1.159302319566658,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.29,0.0,0.7020710309092647,0.03381654275090762,1.226848443306616,-0.04736884489379489,1.2567200219772985,1.2034810349732563,0.030016690641270216,1.1293753425473854,-0.030254507344401604,0.9443161545944149,1.3716112469528106,0.0369564483102649,1.3032125895421338,-0.047368844893795115,1.4347769879051488,1.1593293371274882,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.3,0.0,0.7258160109616528,0.03498909180392973,1.2268371083002734,-0.04898311918826315,1.2567355590453213,1.2034477451811798,0.031055190847325775,1.1293881372933199,-0.031290708197407646,0.9442919903247032,1.371669747232907,0.038240137928468254,1.3031816247072343,-0.04898311918826315,1.4346921172922809,1.159356364741143,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.31,0.0,0.7495354330195452,0.03616205490628022,1.2268257494114196,-0.05059611505104078,1.25675108865097,1.2034144223895096,0.032093905732369254,1.129400927608056,-0.03232643196065088,0.944267816081021,1.3717282572387235,0.039524431597511844,1.3031506200088303,-0.050596115051041,1.4346071642360163,1.1593834023979315,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.32,0.0,0.7732294974048675,0.03733543041141574,1.2268143666051394,-0.052207832210250715,1.2567666107939526,1.2033810665482663,0.03313283384741417,1.1294137134916642,-0.0333616780103273,0.9442436318638954,1.3717867769721586,0.040809327544733875,1.30311957538504,-0.052207832210250826,1.4345221286458707,1.159410450088175,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.33,0.0,0.7968978277077103,0.038509216669084356,1.2268029598464048,-0.053818270394164314,1.2567821254739497,1.2033476776073457,0.034171973741161876,1.1294264949441888,-0.034396445723954394,0.9442194376738208,1.3718453064351113,0.04209482399244546,1.303088490773809,-0.05381827039416376,1.4344370104310853,1.1594375078022068,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.34,0.0,0.8205409254642263,0.03968341202532488,1.2267915291000753,-0.05542742933119926,1.256797632690616,1.2033142555165146,0.03521132396001048,1.12943927196565,-0.03543073448036804,0.9441952335112553,1.3719038456294814,0.043380919157922415,1.3030573661129088,-0.05542742933119993,1.4343518095006256,1.159464575530375,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.35,0.0,0.8441598494929957,0.040858014822459765,1.2267800743308992,-0.05703530874992302,1.2568131324435792,1.2032808002254136,0.036250883048043914,1.1294520445560443,-0.03646454365971363,0.944171019376624,1.371962394557169,0.04466761125340457,1.303026201339933,-0.0570353087499228,1.434266525763183,1.1594916532630404,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.36,0.0,0.8677562977175541,0.042033023399101754,1.22676859550351,-0.058641908379049035,1.256828624732442,1.2032473116835554,0.0372906495470422,1.1294648127153415,-0.03749787264345694,0.9441467952703176,1.3720209532200762,0.04595489848608736,1.3029949963923018,-0.058641908379049035,1.4341811591271714,1.1595187409905752,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.37,0.0,0.8913302917686219,0.04320843609014391,1.226757092582429,-0.060247227947440085,1.256844109556781,1.2032137898403217,0.03833062199647874,1.1294775764434895,-0.03853072081438369,0.9441225611926916,1.3720795216201045,0.0472427790581178,1.3029637512072552,-0.06024722794743986,1.4340957095007263,1.1595458387033664,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.38,0.0,0.9148803083444751,0.04438425122676093,1.2267455655320632,-0.06185126718410594,1.2568595869161454,1.2031802346449678,0.03937079893351991,1.129490335740411,-0.039563087556584,0.9440983171440684,1.3721380997591561,0.04853125116658852,1.3029324657218553,-0.06185126718410594,1.434010176791705,1.1595729463918123,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.39,0.0,0.9384076397368512,0.0455604671364096,1.226734014316705,-0.06345402581820392,1.2568750568100588,1.2031466460466167,0.040411178893029476,1.1295030906060017,-0.040594972255471706,0.9440740631247345,1.3721966876391338,0.049820313003536176,1.302901139872988,-0.06345402581820359,1.4339245609076832,1.159600064046325,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.4,0.0,0.961913215640758,0.04673708214282213,1.2267224389005313,-0.065055503579038,1.2568905192380189,1.2031130239942618,0.04145176040756615,1.1295158410401367,-0.041626374297770496,0.9440497991349441,1.372255285261942,0.05110996275593149,1.302869773597357,-0.06505550357903789,1.4338388617559568,1.1596271916573302,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.41,0.0,0.9853979410716874,0.04791409456600548,1.2267108392476043,-0.06665570019606126,1.2569059741994963,1.203079368436765,0.04249254200738184,1.1295285870426628,-0.04265729307151933,0.9440255251749148,1.3723138926294842,0.05240019860567591,1.3028383668314867,-0.06665570019606126,1.4337530792435371,1.1596543292152637,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.42,0.0,1.008861816620244,0.04909150272224161,1.2266992153218692,-0.06825461539887434,1.2569214216939362,1.2030456793228566,0.04353352222043094,1.1295413286134046,-0.043687727966070566,0.9440012412448304,1.372372509743666,0.053691018729598916,1.3028069195117187,-0.06825461539887456,1.4336672132771529,1.1596814767105772,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.43,0.0,1.0323058420469027,0.05026930492408588,1.2266875670871555,-0.06985224891722286,1.256936861720757,1.2030119566011337,0.04457469957236482,1.1295540657521614,-0.04471767837208962,0.9439769473448422,1.3724311366063924,0.054982421299452744,1.3027754315742142,-0.06985224891722308,1.4335812637632468,1.1597086341337328,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.44,0.0,1.0557306622237572,0.051447499480360204,1.2266758945071765,-0.07144860048100099,1.256952294279351,1.2029782002200609,0.04561607258653333,1.1295667984587079,-0.045747143681549085,0.9439526434750642,1.3724897732195704,0.05627440448190146,1.302743902954951,-0.0714486004810011,1.4334952306079765,1.1597358014752068,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.45,0.0,1.0791362987960746,0.05262608469615393,1.226664197545525,-0.07304366982025035,1.2569677193690836,1.2029444101279694,0.04665763978398352,1.1295795267327935,-0.04677612328774705,0.9439283296355778,1.3725484195851059,0.05756696643852077,1.3027123335897213,-0.07304366982025023,1.4334091137172116,1.159762978725487,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.46,0.0,1.1025232273280294,0.053805058872825384,1.2266524761656785,-0.07463745666515942,1.256983136989295,1.2029105862730556,0.047699399683467814,1.1295922505741436,-0.04780461658528112,0.9439040058264296,1.3726070757049071,0.05886010532579533,1.3026807234141344,-0.07463745666515897,1.4333229129965321,1.1597901658750753,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.47,0.0,1.125893069695189,0.05498442030799611,1.2266407303309954,-0.07622996074606281,1.256998547139298,1.2028767286033806,0.048741350801439376,1.1296049699824589,-0.048832622970063855,0.9438796720476311,1.3726657415808823,0.060153819295109434,1.302649072363613,-0.07622996074606292,1.433236628351229,1.159817362914485,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.48,0.0,1.1492448796200407,0.05616416729554641,1.226628960004714,-0.07782118179344322,1.2570139498183797,1.2028428370668693,0.04978349165205209,1.1296176849574155,-0.04986014183932308,0.9438553282991597,1.3727244172149393,0.061448106492739685,1.3026173803733938,-0.077821181793443,1.4331502596863022,1.1598445698342426,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.49,0.0,1.172581161376154,0.05734429812562092,1.226617165149954,-0.07941111953792934,1.2570293450258,1.202808911611313,0.050825820747163464,1.1296303954986646,-0.050887172591590035,0.9438309745809581,1.372783102608988,0.06274296505986077,1.3025856473785256,-0.07941111953792901,1.433063806906458,1.1598717866248864,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.5,0.0,1.19590169766028,0.058524811084619044,1.226605345729715,-0.08099977371029699,1.257044732760794,1.202774952184363,0.05186833659633905,1.1296431016058326,-0.05191371462670635,0.9438066108929353,1.3728417977649385,0.06403839313252346,1.3025538733138695,-0.08099977371029665,1.432977269916111,1.159899013276969,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.51,0.0,1.2192062206072016,0.059705704455197406,1.2265935017068748,-0.08258714404146827,1.2570601130225687,1.2027409587335334,0.052911037706843134,1.129655803278521,-0.05293976734583239,0.9437822372349646,1.372900502684701,0.06533438884166753,1.3025220581140964,-0.08258714404146861,1.4328906486193786,1.1599262497810539,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.52,0.0,1.242494670681084,0.06088697651626629,1.2265816330441914,-0.08417323026251233,1.257075485810305,1.2027069312062029,0.05395392258364984,1.1296685005163072,-0.053965330151426905,0.9437578536068859,1.3729592173701866,0.0666309503131024,1.3024902017136895,-0.08417323026251267,1.4328039429200838,1.1599534961277171,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.53,0.0,1.2657656908768422,0.062068625542990086,1.2265697397043005,-0.08575803210464528,1.2570908511231584,1.2026728695496065,0.054996989729442,1.1296811933187436,-0.054990402447263276,0.9437334600085027,1.373017941823307,0.06792807566751091,1.3024583040469384,-0.0857580321046455,1.4327171527217506,1.159980752307548,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.54,0.0,1.289023326977636,0.06325064980678174,1.226557821649715,-0.08734154929922755,1.257106208960257,1.2026387737108444,0.05604023764460675,1.1296938816853577,-0.0560149836384235,0.9437090564395859,1.3730766760459756,0.06922576302043959,1.3024263650479422,-0.08734154929922733,1.4326302779276052,1.1600080183111487,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.55,0.0,1.312267281965359,0.06443304757530322,1.2265458788428256,-0.08892378157776837,1.2571215593207028,1.2026046436368734,0.05708366482724214,1.1297065656156526,-0.05703907313129286,0.9436846428998704,1.373135420040104,0.07052401048229617,1.3023943846506074,-0.08892378157776804,1.4325433184405738,1.1600352941291323,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.56,0.0,1.335498690221586,0.06561581711246167,1.2265339112459,-0.09050472867192161,1.257136902203571,1.2025704792745104,0.05812726977315297,1.1297192451091047,-0.058062670333572486,0.9436602193890574,1.3731941738076074,0.07182281615834252,1.302362362788646,-0.0905047286719215,1.4324562741632798,1.160062579752126,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.57,0.0,1.3587163975138008,0.06679895667841174,1.2265219188210805,-0.09208439031348847,1.2571522376079105,1.2025362805704298,0.05917105097585873,1.1297319201651683,-0.059085774654257794,0.9436357859068125,1.3732529373503986,0.07312217814868993,1.3023302993955759,-0.0920843903134888,1.4323691449980458,1.1600898751707676,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.58,0.0,1.3819203448954676,0.06798246452954748,1.2265099015303862,-0.09366276623441605,1.2571675655327434,1.2025020474711652,0.060215006926586545,1.1297445907832717,-0.06010838550366504,0.9436113424527678,1.3733117106703931,0.07442209454829762,1.3022981944047196,-0.09366276623441583,1.4322819308468882,1.1601171803757084,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.59,0.0,1.405113884155402,0.06916633891850621,1.2264978593357119,-0.09523985616679598,1.2571828859770664,1.2024677799231063,0.061259136114280244,1.1297572569628183,-0.06113050229340766,0.9435868890265191,1.3733704937695062,0.07572256344696005,1.3022660477492038,-0.09523985616679609,1.4321946316115204,1.1601444953576123,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.6,0.0,1.4282957971436263,0.07035057809416267,1.2264857921988246,-0.09681565984286833,1.2571981989398484,1.2024334778724988,0.0623034370255926,1.1297699187031864,-0.0621521244364055,0.9435624256276289,1.3734292866496542,0.07702358292930866,1.3022338593619567,-0.09681565984286888,1.4321072471933474,1.1601718201071545,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.61,0.0,1.451467789380447,0.07153518030162842,1.2264737000813666,-0.09839017699501751,1.257213504420032,1.202399141265444,0.06334790814489466,1.1297825760037294,-0.06317325134688279,0.9435379522556243,1.3734880893127521,0.07832515107480509,1.302201629175709,-0.09839017699501762,1.4320197774934667,1.160199154615022,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.62,0.0,1.4746302871775092,0.07272014378225156,1.2264615829448535,-0.09996340735577369,1.2572288024165337,1.2023647700478988,0.06439254795426796,1.1297952288637765,-0.06419388244037905,0.9435134689099981,1.37354690176072,0.0796272659577344,1.3021693571229904,-0.09996340735577369,1.4319322224126656,1.1602264988719173,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.63,0.0,1.4977815977001667,0.07390546677361254,1.226449440750673,-0.10153535065781327,1.2572440929282427,1.2023303641656735,0.06543735493351743,1.1298078772826317,-0.06521401713372199,0.9434889755902073,1.3736057239954735,0.08092992564720025,1.3021370431361334,-0.10153535065781338,1.4318445818514223,1.160253852868551,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
0.64,0.0,1.5209266663335412,0.07509114750952173,1.2264372734600857,-0.10310600663395786,1.2572593759540223,1.2022959235644317,0.06648232756015693,1.1298205212595733,-0.06623365484505472,0.9434644722956756,1.3736645560189313,0.08223312820712314,1.3021046871472672,-0.10310600663395819,1.4317568557099005,1.1602812165956493,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,U56,BAND03,W
