panel,kind,q,k,draw,arm,n,Ebar,breadth,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,spy_S,spy_CAGR,spy_DD,spy_H1,spy_H2,spy_OOS_S,v2_S,v2_H1,v2_H2,v2_DD,v2_OOS_S,pass4a,pass4b
MIX q=1.00 k=40 d1,mix,1.0,40.0,1,CAND10,10.0,13.337349397590362,0.33343373493975903,0.01956396264129756,0.20449254337666686,-0.5093752594260529,0.011594759822129512,0.3660408666055499,0.03883316029924444,0.32179443063571367,-0.4521623602607354,-0.011721622881584862,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.41286686172895193,0.3669278354003217,0.45454989494012676,-0.2159319759272883,0.42458506081762704,False,False
MIX q=1.00 k=40 d1,mix,1.0,40.0,1,CAND15,15.0,13.337349397590362,0.33343373493975903,0.030672575698434956,0.306362679337984,-0.37091316953595,0.28313893519780203,0.3281291173904761,0.040430999050004024,0.36845729632878477,-0.3709131695359499,0.1903890390802494,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.41286686172895193,0.3669278354003217,0.45454989494012676,-0.2159319759272883,0.42458506081762704,False,False
MIX q=1.00 k=40 d1,mix,1.0,40.0,1,CAND20,20.0,13.337349397590362,0.33343373493975903,0.022175212033166414,0.26705669349774164,-0.2968877899775708,0.3066281373633868,0.23945247606652148,0.023397542416292882,0.2668389362493827,-0.2957551079574221,0.271493996886221,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.41286686172895193,0.3669278354003217,0.45454989494012676,-0.2159319759272883,0.42458506081762704,False,False
MIX q=1.00 k=40 d1,mix,1.0,40.0,1,CAND30,30.0,13.337349397590362,0.33343373493975903,0.018102967446154805,0.29306143772206994,-0.2073244419693695,0.3202517426746839,0.2776155254012247,0.0205442565412417,0.30745693266729635,-0.2073244419693716,0.26926569691606145,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.41286686172895193,0.3669278354003217,0.45454989494012676,-0.2159319759272883,0.42458506081762704,False,False
MIX q=1.00 k=40 d1,mix,1.0,40.0,1,EWall,,13.337349397590362,0.33343373493975903,-0.008601087971294663,0.041479218176634046,-0.5816176458715903,-0.018828302212057953,0.085564257869722,0.007857550346556552,0.1383015758346555,-0.5323550756728523,-0.15158099635456423,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.41286686172895193,0.3669278354003217,0.45454989494012676,-0.2159319759272883,0.42458506081762704,False,False
MIX q=1.00 k=40 d2,mix,1.0,40.0,2,CAND2,2.0,14.1,0.35250000000000004,0.07431470484514824,0.3971885665076145,-0.8454532902742604,0.6375782489640958,0.20546337995604946,0.10249855714355793,0.4772726071297072,-0.8454532902742609,0.24382919324701827,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.7278982180470086,0.9920138379580672,0.5276750736336916,-0.18315601033605677,0.6680319593768097,False,False
MIX q=1.00 k=40 d2,mix,1.0,40.0,2,CAND4,4.0,14.1,0.35250000000000004,0.06269205893684027,0.3992680934514531,-0.7026699221459007,0.7371232038545521,0.1342298048543452,0.05456763499350603,0.3525467171786117,-0.7026699221459001,0.4947106497799808,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.7278982180470086,0.9920138379580672,0.5276750736336916,-0.18315601033605677,0.6680319593768097,False,False
MIX q=1.00 k=40 d2,mix,1.0,40.0,2,CAND5,5.0,14.1,0.35250000000000004,0.030851215797719878,0.25623524218310423,-0.659650947660098,0.5818823953040556,-0.002190690513972189,0.012262731295972662,0.16048091196521647,-0.659650947660098,0.4450261755389297,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.7278982180470086,0.9920138379580672,0.5276750736336916,-0.18315601033605677,0.6680319593768097,False,False
MIX q=1.00 k=40 d2,mix,1.0,40.0,2,CAND10,10.0,14.1,0.35250000000000004,0.044429618274878235,0.373661062644111,-0.49665684971226287,0.6595409023654775,0.15136627179968254,0.04243412030244431,0.34674611491219137,-0.49665684971226165,0.4314946359434837,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.7278982180470086,0.9920138379580672,0.5276750736336916,-0.18315601033605677,0.6680319593768097,False,False
MIX q=1.00 k=40 d2,mix,1.0,40.0,2,CAND15,15.0,14.1,0.35250000000000004,0.03167112827611995,0.3190789910801896,-0.39423669886260726,0.6750014068757272,0.03431567559083709,0.015711295296182204,0.185646979516945,-0.39423669886260737,0.5836499365791772,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.7278982180470086,0.9920138379580672,0.5276750736336916,-0.18315601033605677,0.6680319593768097,False,False
MIX q=1.00 k=40 d2,mix,1.0,40.0,2,CAND20,20.0,14.1,0.35250000000000004,0.03276818355589883,0.3754316987906836,-0.3148137011931845,0.6790125179515311,0.13132608055766312,0.01976891737386155,0.23860134308410708,-0.31481370119318675,0.6456020869416423,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.7278982180470086,0.9920138379580672,0.5276750736336916,-0.18315601033605677,0.6680319593768097,False,False
MIX q=1.00 k=40 d2,mix,1.0,40.0,2,CAND30,30.0,14.1,0.35250000000000004,0.022526717212098868,0.36234460801552243,-0.22918255083106487,0.6934076924549448,0.10543751247519045,0.013396989216014177,0.21938369176391748,-0.22918255083106343,0.652308730246311,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.7278982180470086,0.9920138379580672,0.5276750736336916,-0.18315601033605677,0.6680319593768097,False,False
MIX q=1.00 k=40 d2,mix,1.0,40.0,2,EWall,,14.1,0.35250000000000004,0.03664565868391367,0.31038060076182217,-0.4835404049348242,0.6037082372052638,0.11946696019512423,0.023883407647899535,0.22416603685268663,-0.48354040493482486,0.5025537701776139,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.7278982180470086,0.9920138379580672,0.5276750736336916,-0.18315601033605677,0.6680319593768097,False,False
MIX q=1.00 k=40 d3,mix,1.0,40.0,3,CAND2,2.0,12.916867469879518,0.3229216867469879,0.06189885632908254,0.3547320170534971,-0.6754218627658992,0.111224595458353,0.5578652205923859,0.08045230401873749,0.4120062955391132,-0.6754218627658997,0.25310154426640025,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.41113411311756076,0.3897188554159514,0.43143606285168135,-0.14694128324201072,0.3720100164084282,False,False
MIX q=1.00 k=40 d3,mix,1.0,40.0,3,CAND4,4.0,12.916867469879518,0.3229216867469879,0.04384871237510923,0.31126974244891703,-0.4444450686410055,0.2292224865886596,0.38007852280241294,0.03475730271584698,0.26558642446558567,-0.4444450686410054,0.39792589011642693,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.41113411311756076,0.3897188554159514,0.43143606285168135,-0.14694128324201072,0.3720100164084282,False,False
MIX q=1.00 k=40 d3,mix,1.0,40.0,3,CAND5,5.0,12.916867469879518,0.3229216867469879,0.04291720131561405,0.31968464741737945,-0.3796399649926423,0.31065545808412054,0.3303056879916805,0.02859086161708224,0.24201690173052004,-0.3796399649926433,0.46589052405226944,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.41113411311756076,0.3897188554159514,0.43143606285168135,-0.14694128324201072,0.3720100164084282,False,False
MIX q=1.00 k=40 d3,mix,1.0,40.0,3,CAND10,10.0,12.916867469879518,0.3229216867469879,0.011354620622360034,0.15068295088150305,-0.3586543469514095,0.2631173565799643,0.06097400756028536,0.003627305903957767,0.09889304375410794,-0.3586543469514101,0.249054531607876,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.41113411311756076,0.3897188554159514,0.43143606285168135,-0.14694128324201072,0.3720100164084282,False,False
MIX q=1.00 k=40 d3,mix,1.0,40.0,3,CAND15,15.0,12.916867469879518,0.3229216867469879,0.013712108756525065,0.17475558275399772,-0.2553471784386171,0.24933526157380576,0.11775933190236455,0.0006875880428973691,0.06835111175413648,-0.2553471784386181,0.38731933729902945,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.41113411311756076,0.3897188554159514,0.43143606285168135,-0.14694128324201072,0.3720100164084282,False,False
MIX q=1.00 k=40 d3,mix,1.0,40.0,3,CAND20,20.0,12.916867469879518,0.3229216867469879,0.01157062948675236,0.1679329727473836,-0.22050458609954704,0.20510763136196603,0.14305541159110124,0.00496299864087546,0.09966426223877226,-0.22050458609954782,0.3139769984880573,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.41113411311756076,0.3897188554159514,0.43143606285168135,-0.14694128324201072,0.3720100164084282,False,False
MIX q=1.00 k=40 d3,mix,1.0,40.0,3,CAND30,30.0,12.916867469879518,0.3229216867469879,0.007241634512908712,0.1433367541478029,-0.16155239841612756,0.19217588503741984,0.11069882069577493,0.002188934911532936,0.06633350312336514,-0.161552398416123,0.3118691936592426,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.41113411311756076,0.3897188554159514,0.43143606285168135,-0.14694128324201072,0.3720100164084282,False,False
MIX q=1.00 k=40 d3,mix,1.0,40.0,3,EWall,,12.916867469879518,0.3229216867469879,0.029439838144074804,0.25545220555463627,-0.385183229943295,0.30066528947480853,0.22970111833833462,0.021868129513459955,0.20861708808977086,-0.3851832299432949,0.3541588562072932,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.41113411311756076,0.3897188554159514,0.43143606285168135,-0.14694128324201072,0.3720100164084282,False,False
MIX q=1.00 k=40 d4,mix,1.0,40.0,4,CAND2,2.0,13.640963855421687,0.3410240963855421,0.026056453158995074,0.2309434266133415,-0.6555101748201451,0.03200668426231649,0.3979934670886018,0.05696430578693579,0.3367188233234496,-0.5281175896437897,0.05099320190006272,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.570518999799032,0.5814071741920611,0.5600108571400813,-0.17121138744530706,0.5286916803729645,False,False
MIX q=1.00 k=40 d4,mix,1.0,40.0,4,CAND4,4.0,13.640963855421687,0.3410240963855421,0.06314371911493666,0.3973973295003613,-0.47483334872238514,0.47928403388493496,0.33318731082456254,0.04617498228368677,0.3176803925724285,-0.4748333487223855,0.5362770727551803,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.570518999799032,0.5814071741920611,0.5600108571400813,-0.17121138744530706,0.5286916803729645,False,False
MIX q=1.00 k=40 d4,mix,1.0,40.0,4,CAND5,5.0,13.640963855421687,0.3410240963855421,0.0798536626429418,0.49909013081250714,-0.4272635355037171,0.5293786612639615,0.4784980497104922,0.06960502536697133,0.441351711431616,-0.4272635355037171,0.6014943885851547,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.570518999799032,0.5814071741920611,0.5600108571400813,-0.17121138744530706,0.5286916803729645,False,False
MIX q=1.00 k=40 d4,mix,1.0,40.0,4,CAND10,10.0,13.640963855421687,0.3410240963855421,0.03694623555033716,0.31791938450391816,-0.3508311023406294,0.3286451884740351,0.3112590299322699,0.03636071316207046,0.30861759990002224,-0.35083110234063086,0.3353061613294442,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.570518999799032,0.5814071741920611,0.5600108571400813,-0.17121138744530706,0.5286916803729645,False,False
MIX q=1.00 k=40 d4,mix,1.0,40.0,4,CAND15,15.0,13.640963855421687,0.3410240963855421,0.028249692788850922,0.2871681621549753,-0.27551072478678207,0.30124155107526357,0.276846515334916,0.019897277494414167,0.2173089166653693,-0.2755107247867814,0.41550531468042895,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.570518999799032,0.5814071741920611,0.5600108571400813,-0.17121138744530706,0.5286916803729645,False,False
MIX q=1.00 k=40 d4,mix,1.0,40.0,4,CAND20,20.0,13.640963855421687,0.3410240963855421,0.027647697809620286,0.31833414959942835,-0.22045256839647054,0.32846265767065114,0.31186195928658994,0.018130983762647768,0.2213847771762451,-0.22045256839646943,0.5000768616608844,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.570518999799032,0.5814071741920611,0.5600108571400813,-0.17121138744530706,0.5286916803729645,False,False
MIX q=1.00 k=40 d4,mix,1.0,40.0,4,CAND30,30.0,13.640963855421687,0.3410240963855421,0.019837265492752776,0.3158336175713899,-0.1509929549701129,0.33404890442236684,0.3042187628559518,0.013881321398543145,0.2228609722183632,-0.15099295497011345,0.49777205369879357,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.570518999799032,0.5814071741920611,0.5600108571400813,-0.17121138744530706,0.5286916803729645,False,False
MIX q=1.00 k=40 d4,mix,1.0,40.0,4,EWall,,13.640963855421687,0.3410240963855421,0.044584899863112204,0.3551899932780112,-0.37422759958778795,0.296393893141658,0.4060528022156095,0.043366388630723174,0.3406058288716805,-0.3742275995877866,0.38280698769688193,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.570518999799032,0.5814071741920611,0.5600108571400813,-0.17121138744530706,0.5286916803729645,False,False
MIX q=1.00 k=40 d5,mix,1.0,40.0,5,CAND2,2.0,14.628915662650602,0.3657228915662651,-0.03578192340415698,0.002538694123933014,-0.7170743972506638,-0.2312428969002104,0.18211210818540524,-0.02788338469322793,0.05142070475856466,-0.5523417632191829,-0.09811941621706034,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.48367518448558344,0.4347688897045824,0.5285833584782246,-0.14237577130185874,0.5309865293887819,False,False
MIX q=1.00 k=40 d5,mix,1.0,40.0,5,CAND4,4.0,14.628915662650602,0.3657228915662651,0.03758819475912856,0.28293716777178723,-0.3873165849077993,0.255014610775255,0.30843846372306677,0.03250658056172595,0.2555803327401504,-0.35194290066222844,0.34298517041273474,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.48367518448558344,0.4347688897045824,0.5285833584782246,-0.14237577130185874,0.5309865293887819,False,False
MIX q=1.00 k=40 d5,mix,1.0,40.0,5,CAND5,5.0,14.628915662650602,0.3657228915662651,0.02332637224596934,0.21703808140250222,-0.40709726285685055,0.22792605832672946,0.21094804064704506,0.014305785845619257,0.17128359947725658,-0.3539562252343884,0.3125240000702619,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.48367518448558344,0.4347688897045824,0.5285833584782246,-0.14237577130185874,0.5309865293887819,False,False
MIX q=1.00 k=40 d5,mix,1.0,40.0,5,CAND10,10.0,14.628915662650602,0.3657228915662651,0.0376549443069103,0.32490533231972285,-0.33044051747021164,0.27678537048393254,0.36688625854018037,0.03697443761803143,0.30903894395422504,-0.3304405174702124,0.36129247633354383,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.48367518448558344,0.4347688897045824,0.5285833584782246,-0.14237577130185874,0.5309865293887819,False,False
MIX q=1.00 k=40 d5,mix,1.0,40.0,5,CAND15,15.0,14.628915662650602,0.3657228915662651,0.051119640420361545,0.46091246314074097,-0.2850052881893511,0.4259584669145762,0.49400152398336244,0.05234133655831963,0.44707942833668063,-0.28500528818935056,0.49516210234698604,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.48367518448558344,0.4347688897045824,0.5285833584782246,-0.14237577130185874,0.5309865293887819,False,False
MIX q=1.00 k=40 d5,mix,1.0,40.0,5,CAND20,20.0,14.628915662650602,0.3657228915662651,0.02850970249525031,0.320230395839912,-0.24796094166873306,0.34899197075577965,0.30102286674284173,0.02163391024582695,0.24643284980936098,-0.2479609416687335,0.47175906294267267,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.48367518448558344,0.4347688897045824,0.5285833584782246,-0.14237577130185874,0.5309865293887819,False,False
MIX q=1.00 k=40 d5,mix,1.0,40.0,5,CAND30,30.0,14.628915662650602,0.3657228915662651,0.02192120059110092,0.33679400356899913,-0.17821801111973423,0.3465117263060472,0.33403417644973893,0.019025356203534516,0.2807131166349891,-0.17821801111973423,0.4582665649108645,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.48367518448558344,0.4347688897045824,0.5285833584782246,-0.14237577130185874,0.5309865293887819,False,False
MIX q=1.00 k=40 d5,mix,1.0,40.0,5,EWall,,14.628915662650602,0.3657228915662651,0.029539007445434917,0.2647490371852607,-0.43434221783758054,0.3215110652078882,0.22364640494647992,0.026236663722609244,0.23990454260803118,-0.43434221783757965,0.31344833956866724,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.48367518448558344,0.4347688897045824,0.5285833584782246,-0.14237577130185874,0.5309865293887819,False,False
MIX q=1.00 k=40 d6,mix,1.0,40.0,6,CAND2,2.0,12.675903614457832,0.31689759036144577,0.017210333324484628,0.19946091832120982,-0.5404152078353495,0.10680647342869999,0.27759378499815446,0.014913338228194961,0.1979871700997405,-0.4869060697665454,0.205383545619636,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.13552497939407437,-0.04157446522500223,0.30607341945470345,-0.2395166835496414,0.262067408709064,False,False
MIX q=1.00 k=40 d6,mix,1.0,40.0,6,CAND4,4.0,12.675903614457832,0.31689759036144577,0.01236269420534919,0.1632622926536628,-0.40066735151752086,0.2857756747239741,0.06163989285738851,-0.014192074901415497,0.045404269510579236,-0.38521722935858604,0.38927018336518726,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.13552497939407437,-0.04157446522500223,0.30607341945470345,-0.2395166835496414,0.262067408709064,False,False
MIX q=1.00 k=40 d6,mix,1.0,40.0,6,CAND5,5.0,12.675903614457832,0.31689759036144577,0.01789905624014243,0.18856300562288503,-0.3622445798886872,0.35224845522606013,0.051108661226970206,-0.0045753367176756266,0.07683816734673907,-0.36224457988868675,0.39799529089274843,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.13552497939407437,-0.04157446522500223,0.30607341945470345,-0.2395166835496414,0.262067408709064,False,False
MIX q=1.00 k=40 d6,mix,1.0,40.0,6,CAND10,10.0,12.675903614457832,0.31689759036144577,0.01500476638759296,0.17501872042696986,-0.4064594242688667,0.17705028007330886,0.17387407171868152,0.010864371832523423,0.14711415614246018,-0.3872915416812025,0.22436214604693275,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.13552497939407437,-0.04157446522500223,0.30607341945470345,-0.2395166835496414,0.262067408709064,False,False
MIX q=1.00 k=40 d6,mix,1.0,40.0,6,CAND15,15.0,12.675903614457832,0.31689759036144577,0.003569890672450393,0.08977519714514193,-0.38289605773028834,0.03909771624331407,0.13325488008684644,0.00216660097178889,0.08011121810562992,-0.3342176871252853,0.1080563840216848,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.13552497939407437,-0.04157446522500223,0.30607341945470345,-0.2395166835496414,0.262067408709064,False,False
MIX q=1.00 k=40 d6,mix,1.0,40.0,6,CAND20,20.0,12.675903614457832,0.31689759036144577,-0.005764470237213715,-0.011955409415707151,-0.33372402717703165,-0.04050322395802482,0.010500798199191159,-0.011325271739751064,-0.05895611115618523,-0.29389318223888805,0.08131507205845412,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.13552497939407437,-0.04157446522500223,0.30607341945470345,-0.2395166835496414,0.262067408709064,False,False
MIX q=1.00 k=40 d6,mix,1.0,40.0,6,CAND30,30.0,12.675903614457832,0.31689759036144577,-0.0032065533755769593,-0.017509316382491053,-0.233704299761041,-0.041493735704631204,0.001056417990553196,-0.006989620619339387,-0.06656416581010191,-0.2046955871838222,0.08062120914888785,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.13552497939407437,-0.04157446522500223,0.30607341945470345,-0.2395166835496414,0.262067408709064,False,False
MIX q=1.00 k=40 d6,mix,1.0,40.0,6,EWall,,12.675903614457832,0.31689759036144577,-0.01143122614000791,0.003237649153792487,-0.47145881783345067,0.011876635382426516,-0.004409395120269901,-0.011278778749186813,0.0061703165994609266,-0.41146336881969936,-0.0016723741466823164,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.13552497939407437,-0.04157446522500223,0.30607341945470345,-0.2395166835496414,0.262067408709064,False,False
